"","pert_iname","mean","n","median","sd","sRGES"
"2548","BRD-K35158088",-0.293270242959785,1,-0.293270242959785,NA,-0.293270242959785
"2549","BRD-K51832753",-0.29326554954063,1,-0.29326554954063,NA,-0.29326554954063
"2550","BRD-K91720591",-0.293252810260064,1,-0.293252810260064,NA,-0.293252810260064
"2551","BRD-K11401851",-0.293194813009066,1,-0.293194813009066,NA,-0.293194813009066
"2552","BRD-K71188711",-0.293190989311612,4,-0.355883503308059,0.164804593779869,-0.293190989311612
"2553","BRD-K46645809",-0.293142914613296,1,-0.293142914613296,NA,-0.293142914613296
"2554","troxipide",-0.293118911803147,2,-0.293118911803147,0.0621442305945114,-0.293118911803147
"2555","BRD-K99524324",-0.293103961823978,1,-0.293103961823978,NA,-0.293103961823978
"2556","BRD-K20109053",-0.292961749497105,9,-0.340452515245145,0.124387433733042,-0.292961749497105
"2557","BRD-K03883227",-0.292947802474102,1,-0.292947802474102,NA,-0.292947802474102
"2558","BRD-K91250867",-0.292890978577894,2,-0.292890978577894,0.124293532220054,-0.292890978577894
"2559","BRD-K65514600",-0.292866256445307,3,-0.415597818401036,0.213597751248028,-0.292866256445307
"2560","BRD-K17806071",-0.292762683202502,1,-0.292762683202502,NA,-0.292762683202502
"2561","BRD-K58606467",-0.292697310578546,1,-0.292697310578546,NA,-0.292697310578546
"2562","BRD-M33077182",-0.292599419264724,1,-0.292599419264724,NA,-0.292599419264724
"2563","BRD-K03515977",-0.292551479340489,1,-0.292551479340489,NA,-0.292551479340489
"2564","BRD-K70200040",-0.292492005720061,2,-0.292492005720061,0.200465402489246,-0.292492005720061
"2565","BRD-K56950264",-0.292490464891463,1,-0.292490464891463,NA,-0.292490464891463
"2566","BRD-K50605719",-0.292438166792297,1,-0.292438166792297,NA,-0.292438166792297
"2567","BRD-K48479537",-0.29235167378214,1,-0.29235167378214,NA,-0.29235167378214
"2568","BRD-K01922500",-0.292277584808322,1,-0.292277584808322,NA,-0.292277584808322
"2569","BRD-K67099101",-0.292225286709157,1,-0.292225286709157,NA,-0.292225286709157
"2570","diaminoquinazoline",-0.292220592053107,1,-0.292220592053107,NA,-0.292220592053107
"2571","BRD-K69295800",-0.292187481618784,4,-0.333677899937894,0.107938215776682,-0.292187481618784
"2572","BRD-K02208014",-0.292181769419022,1,-0.292181769419022,NA,-0.292181769419022
"2573","BRD-K60693111",-0.292176339815352,1,-0.292176339815352,NA,-0.292176339815352
"2574","BRD-K17506650",-0.292088507065186,1,-0.292088507065186,NA,-0.292088507065186
"2575","BRD-K96625719",-0.292086830844059,1,-0.292086830844059,NA,-0.292086830844059
"2576","BRD-K29702325",-0.2920090857949,2,-0.2920090857949,0.0138434018035143,-0.2920090857949
"2577","BRD-K97466946",-0.291968051225317,2,-0.291968051225317,0.0809686927159548,-0.291968051225317
